address;zip_code;price;sell_date;sell_type;price_per_sq_m;no_rooms;housing_type;size_in_sq_m;year_of_construction;price_change_in_pct;zip_code_num;long;lat
Saanderbro 19, 1. TV;9000 Aalborg;1065000;24-04-2015;Alm. Salg;186840;20;Lejlighed;570;19430;-30;9000;9931709;5704109
Saanderbro 37, 2. TV;9000 Aalborg;1395000;11-10-2015;Alm. Salg;183550;30;Lejlighed;760;19420;-40;9000;9932266;57039858
Saandergade 24, ST. TV;9000 Aalborg;1450000;11-03-2015;Alm. Salg;204220;30;Lejlighed;710;19050;-30;9000;9926344;57045797
Saandergade 7, 2. TV;9000 Aalborg;1150000;30-08-2015;Alm. Salg;225490;10;Lejlighed;510;19810;-40;9000;9925465;57046238
Saandervangsvej 47;9000 Aalborg;1370000;22-04-2015;Alm. Salg;118100;50;Raekkehus;1160;19660;0;9000;9958535;57031344
Samsaagade 21, 2. TH;9000 Aalborg;1075000;22-09-2015;Alm. Salg;170630;20;Lejlighed;630;19490;-20;9000;9939176;57040731
Samsaagade 27, 2. TH;9000 Aalborg;1055000;04-05-2015;Alm. Salg;152890;20;Lejlighed;690;19510;0;9000;9939582;5704045
Samsaagade 27, 4. TV;9000 Aalborg;865000;19-02-2015;Alm. Salg;137300;20;Lejlighed;630;19510;-10;9000;9939582;5704045
Sankelmarksgade 19, 1. TH;9000 Aalborg;1800000;27-11-2015;Fam. Salg;131380;30;Lejlighed;1370;18920;0;9000;9916224;5704656
Sankt Jaargens Gade 10, 4. TH;9000 Aalborg;1145000;10-10-2015;Fam. Salg;161260;20;Lejlighed;710;19700;0;9000;9912504;57047081
Sankt Jaargens Gade 4, 3. TH;9000 Aalborg;1180000;10-03-2015;Alm. Salg;171010;20;Lejlighed;690;19790;-10;9000;9912434;57046781
Schleppegrellsgade 10;9000 Aalborg;2585000;14-07-2015;Alm. Salg;179510;60;Villa;1440;19230;-40;9000;9900887;57051054
Schleppegrellsgade 50, 2. TH;9000 Aalborg;1468000;11-08-2015;Alm. Salg;164940;30;Lejlighed;890;19300;-20;9000;9901535;5705332
Schleppegrellsgade 50, 2. TV;9000 Aalborg;900000;22-10-2015;Alm. Salg;136360;20;Lejlighed;660;19300;0;9000;9901535;5705332
Schleppegrellsgade 67, 2. TH;9000 Aalborg;1250000;26-05-2015;Alm. Salg;127550;30;Lejlighed;980;19330;0;9000;9901823;57054621
Schleppegrellsgade 67, 3. TH;9000 Aalborg;1650000;25-08-2015;Alm. Salg;181310;30;Lejlighed;910;19330;-30;9000;9901823;57054621
Sjaellandsgade 44, 2. TV;9000 Aalborg;1042500;09-08-2015;Alm. Salg;165470;20;Lejlighed;630;19360;-30;9000;993988;57041676
Sjaellandsgade 44, 3. TV;9000 Aalborg;1820000;06-10-2015;Alm. Salg;202220;20;Lejlighed;900;19360;-40;9000;993988;57041676
Sjaellandsgade 83, 2. TV;9000 Aalborg;1330000;05-03-2015;Alm. Salg;177330;30;Lejlighed;750;19260;-10;9000;9944406;57044097
Sjaellandsgade 85, 1. TH;9000 Aalborg;1595000;22-05-2015;Alm. Salg;209860;30;Lejlighed;760;19260;0;9000;9944618;57044172
Sjaellandsgade 87, 3. TH;9000 Aalborg;1187500;10-08-2015;Alm. Salg;179920;30;Lejlighed;660;19260;-50;9000;994483;57044248
Skipper Clements Gade 1, 1. TH;9000 Aalborg;1750000;01-09-2015;Alm. Salg;184210;30;Lejlighed;950;19120;-30;9000;9920772;57046869
Skipper Clements Gade 16;9000 Aalborg;2115000;16-10-2015;Alm. Salg;278280;30;Raekkehus;760;18890;-10;9000;9920913;5704657
Skolebakken 6;9000 Aalborg;3600000;21-07-2015;Alm. Salg;327270;40;Villa;1100;19500;-50;9000;98926;57035064
Skytten 1A, 2. TV;9000 Aalborg;1540000;15-09-2015;Alm. Salg;132750;40;Lejlighed;1160;19370;-40;9000;99164;57033721
Skytten 3;9000 Aalborg;2600000;02-02-2015;Alm. Salg;200000;40;Villa;1300;19320;-50;9000;9915711;57033749
Snerlevej 1, 2. TH;9000 Aalborg;1400000;15-07-2015;Alm. Salg;159090;40;Lejlighed;880;19580;30;9000;9906422;57034079
Snerlevej 11, ST. TH;9000 Aalborg;1150000;05-11-2015;Alm. Salg;133720;30;Lejlighed;860;19580;0;9000;9906272;57033432
Snerlevej 3, 1. TH;9000 Aalborg;1275000;04-12-2015;Alm. Salg;144880;40;Lejlighed;880;19580;0;9000;9906378;57033931
Snerlevej 5, ST. TH;9000 Aalborg;1270000;30-03-2015;Alm. Salg;147670;30;Lejlighed;860;19580;-20;9000;9906359;57033794
Sofievej 118, 1;9000 Aalborg;1000000;12-10-2015;Alm. Salg;116270;30;Lejlighed;860;19630;0;9000;9964239;57029331
Sofievej 14B;9000 Aalborg;1800000;29-04-2015;Alm. Salg;128570;40;Villa;1400;19660;-50;9000;9965802;57032807
Sofievej 156, 2;9000 Aalborg;880000;07-05-2015;Alm. Salg;127530;20;Lejlighed;690;19630;-20;9000;9964403;57029062
Sofievej 178, 2;9000 Aalborg;1245000;21-10-2015;Alm. Salg;144760;30;Lejlighed;860;19630;0;9000;9964726;57028988
Sofievej 196, 2;9000 Aalborg;1145000;17-04-2015;Alm. Salg;148700;20;Lejlighed;770;19630;0;9000;9964951;57028932
Sofievej 222, 3;9000 Aalborg;1075000;20-09-2015;Alm. Salg;120780;20;Lejlighed;890;19630;0;9000;9964113;5702937
Sofievej 238, 3;9000 Aalborg;1165000;21-07-2015;Alm. Salg;130890;20;Lejlighed;890;19630;-30;9000;9964317;57029026
Sofievej 28A, 1;9000 Aalborg;650000;16-04-2015;Alm. Salg;118180;10;Lejlighed;550;19690;0;9000;9965101;57030548
Sofievej 30A, 2;9000 Aalborg;620000;18-05-2015;Alm. Salg;112720;10;Lejlighed;550;19690;-40;9000;9965072;5703054
Sofievej 30F, 2;9000 Aalborg;850000;26-07-2015;Alm. Salg;151780;20;Lejlighed;560;19690;-50;9000;9964938;57030646
Sofievej 76A, 2;9000 Aalborg;575000;16-10-2015;Alm. Salg;133720;10;Lejlighed;430;19630;0;9000;9964641;57029621
Sohngaardsholmsvej 17;9000 Aalborg;1560000;15-04-2015;Alm. Salg;114700;40;Villa;1360;19350;40;9000;9938463;57036239
Solbyen 28;9000 Aalborg;3400000;31-07-2015;Alm. Salg;309090;40;Raekkehus;1100;19480;-30;9000;988339;57040862
Solbyen 29;9000 Aalborg;2800000;18-08-2015;Alm. Salg;254540;50;Raekkehus;1100;19480;-30;9000;9883267;57040293
Solbyen 32;9000 Aalborg;3585000;03-03-2015;Alm. Salg;325900;60;Raekkehus;1100;19490;-30;9000;9882825;57040705
Solbyen 38;9000 Aalborg;3500000;16-12-2015;Alm. Salg;250000;50;Villa;1400;19470;0;9000;9882845;57040881
Solbyen 8;9000 Aalborg;3325000;11-07-2015;Alm. Salg;239200;50;Raekkehus;1390;19480;-50;9000;988457;57040831
Spinderensvej 9;9000 Aalborg;3595000;09-05-2015;Alm. Salg;210230;50;Villa;1710;19330;0;9000;9918215;57034322
Steen Blichers Gade 9, 1;9000 Aalborg;1620000;19-06-2015;Alm. Salg;165300;30;Lejlighed;980;18980;-40;9000;9919698;57043511
Steenstrupsvej 7;9000 Aalborg;4300000;09-06-2015;Alm. Salg;248550;70;Villa;1730;19290;-40;9000;9901683;57036384
Stormgade 12, 2. TH;9000 Aalborg;1590000;16-04-2015;Alm. Salg;212000;30;Lejlighed;750;20050;-20;9000;9943625;57046304
Stormgade 6, 3. TV;9000 Aalborg;1350000;06-07-2015;Alm. Salg;184930;30;Lejlighed;730;19290;-40;9000;9942998;5704597
Strandvejen 3, 3. 3;9000 Aalborg;3795000;06-11-2015;Alm. Salg;275000;30;Lejlighed;1380;20160;0;9000;9918458;57051919
Strandvejen 3, 3. 4;9000 Aalborg;2625000;10-09-2015;Alm. Salg;259900;30;Lejlighed;1010;20160;0;9000;9918458;57051919
Strandvejen 3, 4. 4;9000 Aalborg;2695000;13-10-2015;Alm. Salg;266830;30;Lejlighed;1010;20160;0;9000;9918458;57051919
Strandvejen 3, 5. 1;9000 Aalborg;3795000;23-09-2015;Alm. Salg;289690;30;Lejlighed;1310;20160;0;9000;9918458;57051919
Strandvejen 3, 6. 3;9000 Aalborg;4225000;23-11-2015;Alm. Salg;306150;30;Lejlighed;1380;20160;0;9000;9918458;57051919
Strandvejen 3, 7. 3;9000 Aalborg;4195000;17-09-2015;Alm. Salg;303980;30;Lejlighed;1380;20160;0;9000;9918458;57051919
Strandvejen 3, 7. 4;9000 Aalborg;3195000;28-09-2015;Alm. Salg;316330;30;Lejlighed;1010;20160;0;9000;9918458;57051919
Strandvejen 3, 8. 2;9000 Aalborg;4295000;17-09-2015;Alm. Salg;308990;30;Lejlighed;1390;20160;0;9000;9918458;57051919
Strandvejen 3, 8. 3;9000 Aalborg;4295000;17-09-2015;Alm. Salg;311230;30;Lejlighed;1380;20160;0;9000;9918458;57051919
Strandvejen 3, 8. 4;9000 Aalborg;3215000;17-09-2015;Alm. Salg;318310;30;Lejlighed;1010;20160;0;9000;9918458;57051919
Strandvejen 3, 9. 2;9000 Aalborg;11290000;16-09-2015;Alm. Salg;435900;60;Lejlighed;2590;20160;0;9000;9918458;57051919
Stuhrs Brygge 19, 1. TH;9000 Aalborg;2575000;02-07-2015;Alm. Salg;238420;30;Lejlighed;1080;20050;-30;9000;9946717;5705005
Suensonsgade 16, 1. TH;9000 Aalborg;975000;18-05-2015;Alm. Salg;154760;20;Lejlighed;630;19370;-20;9000;9898345;57056115
Suensonsgade 16, 2. TV;9000 Aalborg;900000;23-01-2015;Alm. Salg;142850;20;Lejlighed;630;19370;-50;9000;9898345;57056115
Suensonsgade 20, 2. TV;9000 Aalborg;1140000;23-04-2015;Alm. Salg;162850;20;Lejlighed;700;19360;-50;9000;9898499;57056342
Svalegaardsvej 29, 2. TH;9000 Aalborg;1800000;16-09-2015;Alm. Salg;200000;40;Lejlighed;900;19770;-50;9000;9878089;57039803
Sverigesgade 11, 1. TH;9000 Aalborg;1462500;21-04-2015;Alm. Salg;197630;20;Lejlighed;740;19180;0;9000;9946623;57043839
Sverigesgade 11, 1. TV;9000 Aalborg;1550000;11-06-2015;Alm. Salg;218300;30;Lejlighed;710;19180;-30;9000;9946623;57043839
Teglvaerks Alle 1, ST. TH;9000 Aalborg;1395000;17-09-2015;Alm. Salg;211360;20;Lejlighed;660;19300;0;9000;9942253;57045466
Th. Sauers Vej 102;9000 Aalborg;1425000;14-02-2015;Alm. Salg;130730;50;Raekkehus;1090;19870;-10;9000;9932252;57025988
Th. Sauers Vej 13F;9000 Aalborg;1785000;25-03-2015;Alm. Salg;198330;40;Raekkehus;900;19540;-30;9000;9930476;57027048
Thomas Kingos Vej 46;9000 Aalborg;2301000;04-11-2015;Alm. Salg;157600;50;Villa;1460;19700;0;9000;9971487;57035129
Thorsens Alle 12A;9000 Aalborg;2150000;12-01-2015;Alm. Salg;159250;50;Raekkehus;1350;20160;-20;9000;9881169;57037669
Thorsens Alle 34;9000 Aalborg;2950000;18-01-2015;Alm. Salg;234120;50;Villa;1260;19650;-20;9000;9878259;57036011
Thorsgade 37;9000 Aalborg;3698000;10-09-2015;Alm. Salg;217520;60;Villa;1700;19230;0;9000;994686;57038701
Thorsgade 40;9000 Aalborg;1307276;16-04-2015;Fam. Salg;96120;40;Villa;1360;19310;0;9000;9946284;57038867
Toften 10;9000 Aalborg;3100000;03-07-2015;Alm. Salg;191350;50;Villa;1620;19760;-30;9000;9872277;57028336
Toften 42;9000 Aalborg;3600000;13-05-2015;Alm. Salg;206890;70;Villa;1740;19700;-50;9000;9875147;57027615
Tovesvej 26;9000 Aalborg;1995000;19-10-2015;Alm. Salg;181360;50;Villa;1100;19610;0;9000;9962134;57028451
Tovesvej 28;9000 Aalborg;1430000;30-03-2015;Alm. Salg;70440;60;Villa;2030;20160;-40;9000;996242;57028436
Tyge Brahes Vej 27, 1;9000 Aalborg;1750000;02-02-2015;Alm. Salg;169900;40;Lejlighed;1030;19190;-50;9000;9910703;57035114
Tyge Brahes Vej 36A;9000 Aalborg;1445000;25-10-2015;Alm. Salg;249130;20;Lejlighed;580;19190;0;9000;9910022;57034439
Tyge Brahes Vej 37;9000 Aalborg;2745000;27-04-2015;Alm. Salg;209540;60;Raekkehus;1310;19190;0;9000;9910528;57034436
Ullavej 36;9000 Aalborg;1650000;08-02-2015;Alm. Salg;148640;40;Raekkehus;1110;19660;-30;9000;9961238;5703098
Urbansgade 19, 3. TH;9000 Aalborg;1085000;04-01-2015;Alm. Salg;166920;20;Lejlighed;650;19340;-50;9000;9915867;57049408
Urbansgade 21, 3. TH;9000 Aalborg;1425000;15-02-2015;Alm. Salg;203570;20;Lejlighed;700;19340;-10;9000;9915644;57049405
Vaeverensvej 5;9000 Aalborg;2850000;16-09-2015;Alm. Salg;247820;60;Villa;1150;19350;-20;9000;9919667;57033701
Valdemarsgade 11, 1. MF;9000 Aalborg;745000;18-09-2015;Alm. Salg;201350;10;Lejlighed;370;19790;0;9000;9910565;57050442
Valdemarsgade 8, 3. TV;9000 Aalborg;1375000;14-06-2015;Alm. Salg;171870;30;Lejlighed;800;19240;-50;9000;9911449;57050504
Valmuemarken 4;9000 Aalborg;2907500;29-03-2015;Alm. Salg;206200;50;Villa;1410;19550;-30;9000;9906587;57029717
Valmuemarken 74;9000 Aalborg;2600000;24-03-2015;Alm. Salg;213110;50;Villa;1220;19480;-40;9000;9902086;57023611
Valmuemarken 8;9000 Aalborg;3170000;19-07-2015;Alm. Salg;205840;30;Villa;1540;19530;-40;9000;9906237;57029381
Vejgaard Bymidte 15;9000 Aalborg;948000;15-09-2015;Alm. Salg;231210;20;Raekkehus;410;19820;0;9000;9949786;57041624
Vejgaard Bymidte 25;9000 Aalborg;1495000;16-10-2015;Alm. Salg;219850;30;Raekkehus;680;19830;0;9000;9949809;57041466
Vejgaard Bymidte 63;9000 Aalborg;1730000;22-05-2015;Alm. Salg;184040;30;Raekkehus;940;19830;0;9000;9949965;57041705
Vendelbogade 17, 4. TH;9000 Aalborg;2460000;23-04-2015;Alm. Salg;195230;40;Lejlighed;1260;19370;0;9000;9915158;57052345
Vendelbogade 7, 2. TV;9000 Aalborg;850000;25-08-2015;Alm. Salg;193180;20;Lejlighed;440;18970;-40;9000;9914821;57051767
Vendsysselgade 2, 1. TH;9000 Aalborg;965000;25-03-2015;Alm. Salg;158190;20;Lejlighed;610;19390;-10;9000;994236;57041704
Vendsysselgade 2, 3. MF;9000 Aalborg;890000;14-08-2015;Alm. Salg;156140;20;Lejlighed;570;19390;-40;9000;994236;57041704
Vendsysselgade 24, 1. TV;9000 Aalborg;1063000;18-07-2015;Alm. Salg;177160;20;Lejlighed;600;19510;-30;9000;9940188;57040492
Vesteraa 22, 3;9000 Aalborg;1225000;11-08-2015;Alm. Salg;139200;40;Lejlighed;880;18970;20;9000;9918588;5705068
Vesteraa 9, 2. 4;9000 Aalborg;960000;03-12-2015;Alm. Salg;188230;10;Lejlighed;510;19670;0;9000;9918027;57050241
Vesterbro 125, 2. 202;9000 Aalborg;840000;26-06-2015;Alm. Salg;150000;20;Lejlighed;560;19540;-40;9000;9916996;57052474
Vesterbro 125, 2. 203;9000 Aalborg;995000;13-04-2015;Alm. Salg;180900;20;Lejlighed;550;19540;0;9000;9916996;57052474
Vesterbro 127, 1. 106;9000 Aalborg;765000;06-10-2015;Fam. Salg;134210;20;Lejlighed;570;19540;0;9000;9917321;57052537
Vesterbro 127, 2. 205;9000 Aalborg;825000;04-04-2015;Alm. Salg;147320;20;Lejlighed;560;19540;-20;9000;9917321;57052537
Vesterbro 127, 2. 207;9000 Aalborg;985000;12-10-2015;Alm. Salg;172800;20;Lejlighed;570;19540;-40;9000;9917321;57052537
Vesterbro 127, 3. 305;9000 Aalborg;960000;21-12-2015;Alm. Salg;171420;20;Lejlighed;560;19540;-40;9000;9917321;57052537
Vesterbro 127, 6. 607;9000 Aalborg;1150000;01-12-2015;Fam. Salg;201750;20;Lejlighed;570;19540;-40;9000;9917321;57052537
Vesterbro 127, 7. 707;9000 Aalborg;1125000;24-09-2015;Alm. Salg;200890;20;Lejlighed;560;19540;30;9000;9917321;57052537
Vesterbro 127, 9. 906;9000 Aalborg;1095000;01-11-2015;Alm. Salg;192100;20;Lejlighed;570;19540;0;9000;9917321;57052537
Vesterbro 19, 1. TH;9000 Aalborg;1040000;26-03-2015;Alm. Salg;142460;20;Lejlighed;730;19390;-50;9000;9911761;57044362
Vesterbro 19B, 1. TH;9000 Aalborg;1245000;21-09-2015;Alm. Salg;175350;20;Lejlighed;710;19380;-40;9000;9911936;57044623
Vesterbro 19B, 2. TH;9000 Aalborg;1330000;20-03-2015;Alm. Salg;187320;20;Lejlighed;710;19380;20;9000;9911936;57044623
Vesterbro 24, 1. TV;9000 Aalborg;1675000;26-03-2015;Alm. Salg;155090;30;Lejlighed;1080;19330;-40;9000;9913238;57045782
Vesterbro 24, 2. TV;9000 Aalborg;1755000;01-04-2015;Alm. Salg;162500;30;Lejlighed;1080;19330;-10;9000;9913238;57045782
Vesterbro 29C, ST;9000 Aalborg;1715000;18-08-2015;Alm. Salg;188460;20;Lejlighed;910;18950;-20;9000;9911816;57045282
Vesterbro 33, 1. TV;9000 Aalborg;1099000;13-12-2015;Alm. Salg;183160;20;Lejlighed;600;19160;0;9000;9912427;57045421
Vesterbro 33, 3. TV;9000 Aalborg;1000000;16-04-2015;Alm. Salg;166660;20;Lejlighed;600;19160;-50;9000;9912427;57045421
Vesterbro 35, 3. 301;9000 Aalborg;545393;20-04-2015;Fam. Salg;67330;20;Lejlighed;810;19590;0;9000;9912533;57045534
Vesterbro 35, 3. 303;9000 Aalborg;1484000;03-12-2015;Alm. Salg;163070;30;Lejlighed;910;19590;-10;9000;9912533;57045534
Vesterbro 35, 4. 403;9000 Aalborg;1425000;08-03-2015;Alm. Salg;158330;30;Lejlighed;900;19590;-10;9000;9912533;57045534
Vesterbro 39, 1. TV;9000 Aalborg;1250000;15-04-2015;Alm. Salg;145340;30;Lejlighed;860;19110;0;9000;9912847;57045873
Vesterbro 39, 3. TH;9000 Aalborg;1700000;27-01-2015;Alm. Salg;207310;30;Lejlighed;820;19110;-50;9000;9912847;57045873
Vesterbro 49, 4. TH;9000 Aalborg;980000;21-05-2015;Fam. Salg;95140;30;Lejlighed;1030;19340;0;9000;9913229;57046549
Vesterbro 50, 4. TV;9000 Aalborg;1575000;21-11-2015;Alm. Salg;175000;30;Lejlighed;900;19200;0;9000;9915882;5704805
Vesterbro 90, 1. 3;9000 Aalborg;1180000;30-09-2015;Alm. Salg;151280;20;Lejlighed;780;19410;-50;9000;9917093;57051397
Vesterbro 90, 3. TV;9000 Aalborg;1120000;02-07-2015;Alm. Salg;133330;20;Lejlighed;840;19410;-20;9000;9917093;57051397
Vesterbro 98, 2. TV;9000 Aalborg;1114000;23-09-2015;Alm. Salg;182620;20;Lejlighed;610;19500;-30;9000;9917246;57051755
Vesterbro 98, 3. TV;9000 Aalborg;1175000;20-08-2015;Alm. Salg;192620;20;Lejlighed;610;19500;-40;9000;9917246;57051755
Vestre Alle 1, 3. TH;9000 Aalborg;1545000;26-05-2015;Alm. Salg;159270;40;Lejlighed;970;19520;0;9000;9907888;57033003
Vestre Alle 3, 4. TV;9000 Aalborg;1515000;18-11-2015;Alm. Salg;164670;40;Lejlighed;920;19520;-40;9000;9907643;57033024
Vestre Alle 7, 3. TH;9000 Aalborg;1680000;16-03-2015;Alm. Salg;146080;50;Lejlighed;1150;19550;-40;9000;9907472;57033384
Vestre Alle 7, 4. TH;9000 Aalborg;1540000;10-09-2015;Alm. Salg;140000;50;Lejlighed;1100;19550;-30;9000;9907472;57033384
Vestre Fjordvej 32, 4. TV;9000 Aalborg;725000;16-04-2015;Alm. Salg;185890;20;Lejlighed;390;19390;-30;9000;9892309;57054425
Vestre Fjordvej 44, 3. TV;9000 Aalborg;855000;05-10-2015;Fam. Salg;137900;20;Lejlighed;620;19490;0;9000;9892556;57055209
Vestre Fjordvej 46, 2. TH;9000 Aalborg;875000;18-02-2015;Alm. Salg;148300;20;Lejlighed;590;19380;-30;9000;9892601;57055327
Vestre Fjordvej 46, 2. TV;9000 Aalborg;875000;26-03-2015;Alm. Salg;148300;20;Lejlighed;590;19380;-30;9000;9892601;57055327
Vestre Fjordvej 46, 3. TH;9000 Aalborg;1925000;22-12-2015;Alm. Salg;331890;20;Lejlighed;580;19380;0;9000;9892601;57055327
Vestre Fjordvej 46, 3. TV;9000 Aalborg;950000;08-07-2015;Alm. Salg;163790;20;Lejlighed;580;19380;-50;9000;9892601;57055327
Vestre Fjordvej 46, ST. TH;9000 Aalborg;910000;20-11-2015;Alm. Salg;154230;20;Lejlighed;590;19380;0;9000;9892601;57055327
Vestre Fjordvej 46, ST. TV;9000 Aalborg;929500;29-06-2015;Alm. Salg;157540;20;Lejlighed;590;19380;-50;9000;9892601;57055327
Vestre Havnepromenade 11A, 1. 3;9000 Aalborg;2275000;02-12-2015;Alm. Salg;255610;30;Lejlighed;890;20020;-10;9000;9912958;57054817
Vibevej 15;9000 Aalborg;863000;07-05-2015;Alm. Salg;48750;50;Villa;1770;19500;0;9000;9931072;57028138
Vingaardsgade 11, 3. TV;9000 Aalborg;1340000;28-10-2015;Alm. Salg;188730;20;Lejlighed;710;19380;0;9000;9918029;5704703
Vingaardsgade 27, 4. TV;9000 Aalborg;1750000;05-02-2015;Alm. Salg;147050;30;Lejlighed;1190;19270;-30;9000;9915715;57047735
Vingaardsgade 32, 2. TH;9000 Aalborg;1160000;23-04-2015;Alm. Salg;175750;20;Lejlighed;660;19310;-30;9000;9915987;57047822
Vingaardsgade 4, 3. TH;9000 Aalborg;1615000;08-10-2015;Alm. Salg;209740;20;Lejlighed;770;19380;0;9000;9919094;57046892
Vonsyldsgade 17;9000 Aalborg;2075000;14-09-2015;Alm. Salg;170080;50;Villa;1220;19300;-50;9000;9943835;57037003
Vonsyldsgade 37;9000 Aalborg;2260000;11-08-2015;Alm. Salg;219410;30;Villa;1030;19590;30;9000;9942251;57035896
Willemoesgade 5, ST. TV;9000 Aalborg;1150000;12-11-2015;Alm. Salg;191660;20;Lejlighed;600;19340;0;9000;9899607;57054955
